Timestamp	Latin name of a given species	Sequence name (from NCBI or other sources)	Sequence Accession Number from NCBI	Type of a given sequence	GO - Molecular Function (from Uniprot)	GO - Biological process (from Uniprot)	Special Note	Sequence Accession Number from other source	Choose alternative Source of Sequence Accession Number	Who typed in the data	
4/29/2015 18:57:10	Delia antiqua	Calcium-independent protein kinase C		mRNA	NaN	NaN	Primers designed from clone ID: 893-KU6-38, similar to EDW58976/Drosophila virilis (70%)				
4/29/2015 19:13:06	Delia antiqua	Calreticulin		mRNA	NaN	NaN	Primers designed from clone ID: 904-KU6-54, similar to EDW84006/Drosophila willistoni (94%)				
4/29/2015 18:38:29	Delia antiqua	Carbon-nitrogen hydrolase		mRNA	NaN	NaN	Primers designed from clone ID: 902-KU6-52, similar to ADD19271/Glossina morsitans morsitans (72%)				
5/16/2015 15:13:13	Delia antiqua	Carbonic anhydrase		mRNA	NaN	NaN	Primers designed from clone ID: 823-KU3-28, similar to EDV49664/Drosophila erecta (54%)				
4/29/2015 18:26:47	Delia antiqua	Carboxylesterase P		mRNA	NaN	NaN	Primers designed from clone ID: 856-KU6-1, similar to AAA28520/Drosophila teissieri (50%)				
4/29/2015 19:27:19	Delia antiqua	Centrosome-associated zinc finger protein		mRNA	NaN	NaN	Primers designed from clone ID: 917-KU6-67, similar to EDW97482/Drosophila yakuba (94%)				
5/16/2015 15:17:35	Delia antiqua	Choline dehydrogenase		mRNA	NaN	NaN	Primers designed from clone ID: 755-KU3-12, similar to EAA06000/Anopheles gambiae str. PEST (68%)				
3/23/2015 21:34:22	Delia antiqua	clip-domain serine proteinase mRNA	AY728056	mRNA	serine-type endopeptidase activity	NaN					
4/28/2015 20:38:20	Delia antiqua	Cu2+/Zn2+ superoxide dismutase SOD		mRNA	NaN	NaN	Primers designed from clone ID: 855-KU6-5, similar to AAT85825/Glossina morsitans morsitans (79%)				
4/29/2015 19:22:48	Delia antiqua	Cuticular protein		mRNA	NaN	NaN	Primers designed from clone ID: 877-KU6-27, similar to EDW09400/Drosophila mojavensis (62%)				
5/16/2015 15:52:00	Delia antiqua	Cuticular protein		mRNA	NaN	NaN	Primers designed from clone ID: 847-KU3-104, similar to EDW69237/Drosophila virilis (61%)				
4/29/2015 19:25:19	Delia antiqua	Cuticular protein tweedle motif 4		mRNA	NaN	NaN	Primers designed from clone ID: 934-KU6-84, similar to NP_609157/Drosophila melanogaster (95%)				
5/16/2015 15:21:33	Delia antiqua	Cyclophilin A		mRNA	NaN	NaN	Primers designed from clone ID: 836-KU3-93, similar to EDW64197/Drosophila virilis (69%)				
5/16/2015 15:12:06	Delia antiqua	Cytochrome oxidase subunit III (Cox III)		mRNA	NaN	NaN	Primers designed from clone ID: 773-KU3-30, similar to AAO21022/Drosophila nigromaculata (95%)				
5/16/2015 15:23:19	Delia antiqua	Cytochrome P450 ( CYP6D3v2)		mRNA	NaN	NaN	Primers designed from clone ID: 801-KU3-6, similar to BAB41135/Musca domestica (63%)				
4/29/2015 18:42:06	Delia antiqua	Cytochrome P450 (CYP6D1)		mRNA	NaN	NaN	Primers designed from clone ID: 853-KU6-3, similar to AAD32478/Musca domestica (74%)				
1/27/2016 18:05:06	Delia antiqua	DaCCT2 mRNA for chaperonin beta subunit	AB430832	mRNA	ATP binding	protein folding				Miloš	
1/27/2016 18:06:15	Delia antiqua	DaCCT3 mRNA for chaperonin gamma subunit	AB430833	mRNA	ATP binding	protein folding				Miloš	
1/27/2016 18:07:17	Delia antiqua	DaCCT4 mRNA for chaperonin delta subunit	AB430834	mRNA	ATP binding	protein folding				Miloš	
1/27/2016 18:08:08	Delia antiqua	DaCCT5 mRNA for chaperonin epsilon subunit	AB430835	mRNA	ATP binding	protein folding				Miloš	
1/27/2016 18:09:04	Delia antiqua	DaCCT6 mRNA for chaperonin zeta subunit	AB430836	mRNA	ATP binding	protein folding				Miloš	
1/27/2016 18:10:08	Delia antiqua	DaCCT7 mRNA for chaperonin eta subunit	AB430837d	mRNA	ATP binding	protein folding				Miloš	
1/27/2016 18:11:18	Delia antiqua	DaCCT8 mRNA for chaperonin theta subunit	AB430838	mRNA	ATP binding	protein folding				Miloš	
3/23/2015 21:18:32	Delia antiqua	DaTCP-1 mRNA for T-complex protein 1, alpha subunit(TCP-1-alpha)(CCT-alpha)	AB194475	mRNA	ATP binding	protein folding					
4/29/2015 19:11:12	Delia antiqua	Diazepam-binding inhibitor		mRNA	NaN	NaN	Primers designed from clone ID: 920-KU6-70, similar to EDV31734/Drosophila ananassae (80%)				
5/4/2015 19:07:15	Delia antiqua	DNA repair protein (Mre11)		mRNA	NaN	NaN	Primers designed from clone ID: 796-KU3-53, similar to EDW13312/Drosophila mojavensis (79%)				
5/16/2015 15:37:08	Delia antiqua	DNA replication licensing factor		mRNA	NaN	NaN	Primers designed from clone ID: 779-KU3-36, similar to EDW13707/Drosophila mojavensis (86%)				
4/28/2015 20:46:27	Delia antiqua	Dorsal isoform		mRNA	NaN	NaN	Primers designed from clone ID: 907-KU6-52, similar to EDV32982/Drosophila ananassae (34%)				
4/28/2015 20:47:34	Delia antiqua	Dorsal protein		mRNA	NaN	NaN	Primers designed from clone ID: 950-KU6-100, similar to AAT94434/Drosophila melanogaster (78%)				
4/28/2015 20:44:50	Delia antiqua	Dorsal-related immunity factor, isoform C		mRNA	NaN	NaN	Primers designed from clone ID: 905-KU6-50, similar to EDW04264/Drosophila grimshawi (53%)				
5/16/2015 16:06:09	Delia antiqua	DUF 298 family		mRNA	NaN	NaN	Primers designed from clone ID: 757-KU3-14, similar to ADD20128/Glossina morsitans morsitans (80%)				
5/16/2015 16:07:06	Delia antiqua	DUF1759 superfamily		mRNA	NaN	NaN	Primers designed from clone ID: 790-KU3-47, similar to EFA12768/Tribolium castaneum (30%)				
5/16/2015 15:54:37	Delia antiqua	Ecdysoneless		mRNA	NaN	NaN	Primers designed from clone ID: 813-KU3-70, similar to EDW18321/Drosophila mojavensis (71%)				
5/16/2015 15:26:54	Delia antiqua	Elongation factor 1 beta		mRNA	NaN	NaN	Primers designed from clone ID: 830-KU3-87, similar to EDW37753/Drosophila persimilis (76%)				
4/29/2015 18:50:17	Delia antiqua	Elongation factor 2(eEF-2)		mRNA	NaN	NaN	Primers designed from clone ID: 874-KU6-19, similar to EDW63220/Drosophila virilis (98%)				
5/16/2015 15:35:15	Delia antiqua	Engrailed nuclear homeoprotein		mRNA	NaN	NaN	Primers designed from clone ID: KU3-contig10, similar to ADD20361/Glossina morsitans morsitans (80%)				
5/16/2015 15:25:57	Delia antiqua	Enlongation-factor c		mRNA	NaN	NaN	Primers designed from clone ID: 803-KU3-8, similar to EDW02901/Drosophila grimshawi (95%)				
5/16/2015 15:09:49	Delia antiqua	F0F1 ATP synthase beta subunit		mRNA	NaN	NaN	Primers designed from clone ID: 824-KU3-81, similar to ADD20442/Glossina morsitans morsitans (91%)				
4/29/2015 18:31:49	Delia antiqua	Fatty acyl-CoA elongase		mRNA	NaN	NaN	Primers designed from clone ID: 890-KU6-40, similar to EDW54836/Drosophila sechellia (85%)				
5/16/2015 16:11:15	Delia antiqua	GA14484		mRNA	NaN	NaN	Primers designed from clone ID: 809-KU3-14, similar to EAL26924/Drosophila pseudoobscura pseudoobscura (95%)				
4/29/2015 19:37:42	Delia antiqua	GF-II mRNA-binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 884-KU6-29, similar to EDW78470/Drosophila willistoni (96%)				
4/29/2015 19:42:24	Delia antiqua	GF17745		mRNA	NaN	NaN	Primers designed from clone ID: 886-KU6-31, similar to EDV41978/Drosophila ananassae (91%)				
5/16/2015 16:10:25	Delia antiqua	GF20765		mRNA	NaN	NaN	Primers designed from clone ID: KU3-contig9, similar to EDV34053/Drosophila ananassae (62%)				
5/16/2015 16:09:38	Delia antiqua	GG22446		mRNA	NaN	NaN	Primers designed from clone ID: 787-KU3-44, similar to EDV56085/Drosophila erecta (60%)				
4/29/2015 19:46:27	Delia antiqua	GH15908		mRNA	NaN	NaN	Primers designed from clone ID: 864-KU6-14, similar to EDV95809/Drosophila grimshawi (37%)				
4/29/2015 19:41:31	Delia antiqua	GH17098		mRNA	NaN	NaN	Primers designed from clone ID: 877-KU6-22, similar to XP_001985507/Drosophila grimshawi (45%)				
5/16/2015 15:50:13	Delia antiqua	GH18-chitinase-like		mRNA	NaN	NaN	Primers designed from clone ID: 769-KU3-26, similar to EDX05225/Drosophila simulans (57%)				
5/16/2015 16:12:21	Delia antiqua	GJ15777		mRNA	NaN	NaN	Primers designed from clone ID: 843-KU3-48, similar to EDW66045/Drosophila virilis (80%)				
5/16/2015 16:13:55	Delia antiqua	GK11417		mRNA	NaN	NaN	Primers designed from clone ID: 812-KU3-69, similar to EDW78905/Drosophila willistoni (90%)				
4/29/2015 19:43:15	Delia antiqua	GK24774		mRNA	NaN	NaN	Primers designed from clone ID: 880-KU6-30, similar to EDW77987/Drosophila willistoni (49%)				
4/29/2015 19:44:19	Delia antiqua	GL11745		mRNA	NaN	NaN	Primers designed from clone ID: CTC639-6-9, similar to EDW30938/Drosophila persimilis (55%)				
5/16/2015 15:16:37	Delia antiqua	Glucose dehydrogenase		mRNA	NaN	NaN	Primers designed from clone ID: 758-KU3-15, similar to ADD19493/Glossina morsitans morsitans (70%)				
5/16/2015 16:03:38	Delia antiqua	Glutamate-rich WD repeat protein		mRNA	NaN	NaN	Primers designed from clone ID: 852-KU3-57, similar to EDW08725/Drosophila mojavensis (76%)				
5/16/2015 15:19:33	Delia antiqua	Glutamyl aminopeptidase		mRNA	NaN	NaN	Primers designed from clone ID: 744-KU3-1, similar to EDW14568/Drosophila mojavensis (67%)				
5/4/2015 19:03:12	Delia antiqua	Glutathione S-transferase		mRNA	NaN	NaN	Primers designed from clone ID: 840-KU3-97, similar to ADD20585/Glossina morsitans morsitans (84%)				
5/4/2015 19:17:37	Delia antiqua	Glutathione S-transferase		mRNA	NaN	NaN	Primers designed from clone ID: KU3-contig5, similar to P42860/Musca domestica (89%)				
4/29/2015 19:45:20	Delia antiqua	GM26041		mRNA	NaN	NaN	Primers designed from clone ID: 857-KU6-7, similar to EDW42512/Drosophila sechellia (66%)				
5/16/2015 15:40:23	Delia antiqua	Heat shock factor binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 821-KU3-26, similar to EDW64892/Drosophila virilis (94%)				
4/28/2015 20:34:44	Delia antiqua	heat shock protein 23 mRNA	HQ392521	mRNA	NaN	Stress response					
5/4/2015 19:01:05	Delia antiqua	Heat shock protein 70		mRNA	NaN	NaN	Primers designed from clone ID: 847-KU3-52, similar to ADB44080/Musca domestica (99%)				
5/4/2015 18:59:36	Delia antiqua	Heat shock protein 70 BD		mRNA	NaN	NaN	Primers designed from clone ID: 804-KU3-9, similar to ADQ12986/Bactrocera dorsalis (96%)				
3/1/2016 11:52:40	Delia antiqua	heat shock protein 70 mRNA	DQ017057	mRNA	ATP binding	NaN				Miloš	
4/29/2015 19:21:13	Delia antiqua	Hemocyanin_C		mRNA	NaN	NaN	Primers designed from clone ID: CTC639-6-8, similar to EDV44319/ Drosophila persimilis (50%)				
4/29/2015 18:59:19	Delia antiqua	Heterogeneous nuclear ribonucleoprotein		mRNA	NaN	NaN	Primers designed from clone ID: 856-KU6-6, similar to AAN13831/Drosophila melanogaster (90%)				
5/16/2015 15:41:12	Delia antiqua	Hexamerin LSP-2		mRNA	NaN	NaN	Primers designed from clone ID: KU3-contig11, similar to AAC24157/Calliphora vicina (82%)				
5/16/2015 15:45:00	Delia antiqua	Hexamerin LSP-2		mRNA	NaN	NaN	Primers designed from clone ID: 810-KU3-67, similar to AAC24157/Calliphora vicina (84%)				
5/16/2015 15:46:43	Delia antiqua	Hexamerin LSP-2		mRNA	NaN	NaN	Primers designed from clone ID: 838-KU3-95, similar to AAC24157/Calliphora vicina (84%)				
5/16/2015 15:47:36	Delia antiqua	Hexamerin LSP-2		mRNA	NaN	NaN	Primers designed from clone ID: 842-KU3-99, similar to AAC24157/Calliphora vicina (84%)				
5/16/2015 15:31:25	Delia antiqua	Histone deacetylase 6 isoform C		mRNA	NaN	NaN	Primers designed from clone ID: CTC639-3-7, similar to EDX17965/Drosophila simulans (76%)				
4/29/2015 18:58:13	Delia antiqua	Histone-fold protein CHRAC subunit		mRNA	NaN	NaN	Primers designed from clone ID: 931-KU6-81, similar to EDW06498/Drosophila mojavensis (55%)				
5/16/2015 15:32:41	Delia antiqua	Histone-lysine N-methyltransferase		mRNA	NaN	NaN	Primers designed from clone ID: 820-KU3-77, similar to EFN76382/Harpegnathos saltator (69%)				
4/28/2015 20:29:10	Delia antiqua	Hsp70-interacting protein		mRNA	NaN	NaN	Primers designed from clone ID: 868-KU6-18, similar to ADD18533/Glossina morsitans morsitans (78%)				
5/16/2015 16:13:08	Delia antiqua	Hypothetical conserved protein		mRNA	NaN	NaN	Primers designed from clone ID: 753-KU3-10, similar to EDW45913/Glossina morsitans morsitans (85%)				
5/16/2015 16:07:57	Delia antiqua	Hypothetical protein		mRNA	NaN	NaN	Primers designed from clone ID: 789-KU3-46, similar to EFR26677/Anopheles darlingi (98%)				
4/29/2015 19:39:36	Delia antiqua	Hypothetical protein Bm1_11025		mRNA	NaN	NaN	Primers designed from clone ID: 868-KU6-13, similar to EDP37487/ Brugia malayi (87%)				
5/16/2015 16:08:48	Delia antiqua	Hypothetical protein EAI		mRNA	NaN	NaN	Primers designed from clone ID: 844-KU3-101, similar to EFN76762/Harpegnathos saltator (40%)				
5/16/2015 15:15:33	Delia antiqua	Insect alcohol dehydrogenase		mRNA	NaN	NaN	Primers designed from clone ID: KU3-contig6, similar to CAA26412/Sarcophaga peregrina (87%)				
4/29/2015 19:12:12	Delia antiqua	Insulin-like growth factor-binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 865-KU6-15, similar to EDW69413/Drosophila virilis (40%)				
4/29/2015 19:30:18	Delia antiqua	Kinesin-associated protein		mRNA	NaN	NaN	Primers designed from clone ID: 869-KU6-19, similar to EDW00288/ Drosophila grimshawi (76%)				
5/16/2015 15:59:52	Delia antiqua	Kinesin-like protein		mRNA	NaN	NaN	Primers designed from clone ID: 795-KU3-52, similar to EDW12322/Drosophila mojavensis (49%)				
5/16/2015 15:45:52	Delia antiqua	Larval hexamerin Hex-L		mRNA	NaN	NaN	Primers designed from clone ID: 805-KU3-62, similar to AAN84514/Musca domestica (80%)				
5/16/2015 16:05:20	Delia antiqua	Leucine-rich repeat		mRNA	NaN	NaN	Primers designed from clone ID: 825-KU3-82, similar to EDW25472/Drosophila persimilis (60%)				
5/16/2015 16:04:28	Delia antiqua	Leucine-rich repeat-containing protein		mRNA	NaN	NaN	Primers designed from clone ID: 815-KU3-72, similar to EDW32258/Drosophila persimilis (85%)				
5/16/2015 15:49:10	Delia antiqua	Lipid storage droplet-1 ( Perilipin)		mRNA	NaN	NaN	Primers designed from clone ID: 839-KU3-44, similar to EDV94987/Drosophila grimshawi (86%)				
4/29/2015 18:33:02	Delia antiqua	Low density lipoprotein-related protein		mRNA	NaN	NaN	Primers designed from clone ID: 912-KU6-62, similar to EDW07829/Drosophila mojavensis (83%)				
5/16/2015 15:51:05	Delia antiqua	Matrix metalloproteinase-14		mRNA	NaN	NaN	Primers designed from clone ID: 751-KU3-8, similar to EDW35535/Drosophila persimilis (71%)				
4/28/2015 20:43:08	Delia antiqua	Microsomal glutathione S-transferase-like		mRNA	NaN	NaN	Primers designed from clone ID: 873-KU6-23, similar to EDW27125/Drosophila persimilis (77%)				
5/16/2015 15:20:40	Delia antiqua	Midophosphoribosyltransferase		mRNA	NaN	NaN	Primers designed from clone ID: 788-KU3-45, similar to EDW69191/Drosophila virilis (82%)				
5/16/2015 15:10:59	Delia antiqua	Mitochondrial ATP-dependent protease		mRNA	NaN	NaN	Primers designed from clone ID: 845-KU3-102, similar to ADD19101/Glossina morsitans morsitans (98%)				
4/29/2015 19:35:43	Delia antiqua	Mitochondrial Ribosomal protein L17		mRNA	NaN	NaN	Primers designed from clone ID: 851-KU6-1, similar to EDW17654/Drosophila mojavensis (85%)				
4/29/2015 19:36:46	Delia antiqua	Mitochondrial ribosomal protein S2		mRNA	NaN	NaN	Primers designed from clone ID: 938-KU6-88, similar to ADD19681/Glossina morsitans morsitans (91%)				
4/28/2015 20:36:47	Delia antiqua	Molecular chaperone prefolding subunit		mRNA	NaN	NaN	Primers designed from clone ID: 953-KU6-103, similar to EAL31166/Drosophila pseudoobscura pseudoobscura (76%)				
5/16/2015 15:53:46	Delia antiqua	Molting defective, isoform		mRNA	NaN	NaN	Primers designed from clone ID: 837-KU3-94, similar to AAN14004/Drosophila melanogaster (44%)				
4/29/2015 18:30:09	Delia antiqua	mRNA for delta9-acyl-CoA desaturase	AB300221	mRNA	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	fatty acid biosynthetic process					
3/23/2015 22:07:23	Delia antiqua	mRNA for Hsp90 protein	AJ890081	mRNA	ATP binding	protein folding					
4/28/2015 20:40:29	Delia antiqua	Multifunction chaperon/14-3-3zeta		mRNA	NaN	NaN	Primers designed from clone ID: 876-KU6-21, similar to AAR09679/Drosophila melanogaster (100%)				
4/29/2015 19:29:12	Delia antiqua	Myosin-9		mRNA	NaN	NaN	Primers designed from clone ID: 866-KU6-16, similar to ABV53633/Drosophila melanogaster (88%)				
5/16/2015 15:30:33	Delia antiqua	Nucleolar complex protein 2-like protein		mRNA	NaN	NaN	Primers designed from clone ID: CTC639-3-1, similar to EDW80267/Drosophila willistoni (85%)				
4/29/2015 19:14:53	Delia antiqua	Nucleolar protein 6		mRNA	NaN	NaN	Primers designed from clone ID: 878-KU6-23, similar to B4LWT7/Drosophila virilis (50%)				
5/16/2015 15:34:24	Delia antiqua	Nucleosome assembly protein 1		mRNA	NaN	NaN	Primers designed from clone ID: 821-KU3-78, similar to ADD18689/Glossina morsitans morsitans (78%)				
5/16/2015 15:37:56	Delia antiqua	Odorant-binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 772-KU3-29, similar to EDW39104/Drosophila persimilis (52%)				
4/29/2015 19:26:15	Delia antiqua	Pebble, isoform D		mRNA	NaN	NaN	Primers designed from clone ID: 887-KU6-37, similar to AAN12030/Drosophila melanogaster (74%)				
4/29/2015 19:00:29	Delia antiqua	Peptidyl-prolyl cis-trans isomerase B 		mRNA	NaN	NaN	Primers designed from clone ID: 924-KU6-74, similar to EDW01661/Drosophila grimshawi (82%)				
4/29/2015 18:55:11	Delia antiqua	Phosphatidylinositol 3-kinase catalytic subunit		mRNA	NaN	NaN	Primers designed from clone ID: 918-KU6-68, similar to EAA13932/Anopheles gambiae str. PEST (97%)				
4/29/2015 18:40:51	Delia antiqua	Phosphatidylinositol transfer protein SEC14		mRNA	NaN	NaN	Primers designed from clone ID: 933-KU6-83, similar to EDW11584/Drosophila mojavensis (72%)				
4/29/2015 18:56:09	Delia antiqua	Probable G-protein coupled receptor 158		mRNA	NaN	NaN	Primers designed from clone ID: 892-KU6-37, similar to EDW16557/Drosophila mojavensis (97%)				
5/4/2015 19:19:50	Delia antiqua	Putative virus-induced protein		mRNA	NaN	NaN	Primers designed from clone ID: KU3-contig8, similar to EDW45913/Drosophila sechellia (56%)				
4/29/2015 19:38:41	Delia antiqua	Retroviral protease		mRNA	NaN	NaN	Primers designed from clone ID: 870-KU6-20, similar to EDY70976/Drosophila pseudoobscura pseudoobscura (40%)				
5/16/2015 15:28:40	Delia antiqua	Reverse transcriptase		mRNA	NaN	NaN	Primers designed from clone ID: 819-KU3-24, similar to AAB92393/Drosophila subobscura (34%)				
4/29/2015 18:46:51	Delia antiqua	Rho-GTPase activating protein p190		mRNA	NaN	NaN	Primers designed from clone ID: 885-KU6-35, similar to EDW66401/Drosophila virilis (92%)				
4/29/2015 19:32:03	Delia antiqua	Ribosomal protein L8		mRNA	NaN	NaN	Primers designed from clone ID: 951-KU6-101, similar to NP_524726/Drosophila melanogaster (96%)				
5/16/2015 16:00:46	Delia antiqua	Ribosomal protein S17		mRNA	NaN	NaN	Primers designed from clone ID: 841-KU3-98, similar to EDW30193/Drosophila persimilis (97%)				
4/29/2015 19:33:21	Delia antiqua	Ribosomal protein S7		mRNA	NaN	NaN	Primers designed from clone ID: 879-KU6-24, similar to ADD20152/Glossina morsitans morsitans (98%)				
5/16/2015 16:01:44	Delia antiqua	Ribosomal S6 kinase (S6kII)		mRNA	NaN	NaN	Primers designed from clone ID: 792-KU3-49, similar to EDX03136/Drosophila yakuba (97%)				
5/16/2015 15:36:18	Delia antiqua	RNA binding motif protein		mRNA	NaN	NaN	Primers designed from clone ID: 793-KU3-50, similar to EDW00109/Drosophila grimshawi (80%)				
5/16/2015 15:39:35	Delia antiqua	Sarcoplasmic calcium-binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 749-KU3-6, similar to EDV59982/Drosophila erecta (85%)				
4/29/2015 19:40:31	Delia antiqua	Seminal fluid protein		mRNA	NaN	NaN	Primers designed from clone ID: KU6-contig2, similar to EDV97855/Drosophila grimshawi (45%)				
4/29/2015 18:43:15	Delia antiqua	Serine protease inhibitor		mRNA	NaN	NaN	Primers designed from clone ID: 881-KU6-31, similar to EDV30479/Drosophila ananassae (66%)				
4/29/2015 18:44:20	Delia antiqua	Serine protease inhibitor		mRNA	NaN	NaN	Primers designed from clone ID: 880-KU6-25, similar to ABC25072/Glossina morsitans morsitans (61%)				
5/16/2015 15:24:11	Delia antiqua	Serine protease inhibitor 1		mRNA	NaN	NaN	Primers designed from clone ID: 794-KU3-51, similar to ABC25072/Glossina morsitans morsitans (70%)				
4/29/2015 18:48:04	Delia antiqua	Serine/Threonine protein kinases		mRNA	NaN	NaN	Primers designed from clone ID: 866-KU6-11, similar to XP_001984114/Drosophila grimshawi (32%)				
4/29/2015 19:34:35	Delia antiqua	Small subunit ribosomal protein S17e		mRNA	NaN	NaN	Primers designed from clone ID: 874-KU6-24, similar to EDW30193/Drosophila persimilis (77%)				
5/16/2015 15:52:52	Delia antiqua	Sphingosine kinase		mRNA	NaN	NaN	Primers designed from clone ID: 814-KU3-19, similar to EAA04298/Anopheles gambiae str. PEST (82%)				
5/16/2015 15:38:45	Delia antiqua	Storage protein-binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 846-KU3-51, similar to BAA06161/Sarcophaga peregrina (55%)				
5/16/2015 15:22:20	Delia antiqua	Sulfatase modifying factor 1		mRNA	NaN	NaN	Primers designed from clone ID: 746-KU3-3, similar to EDW17182/Drosophila mojavensis (45%)				
5/16/2015 15:29:34	Delia antiqua	Topoisomerase		mRNA	NaN	NaN	Primers designed from clone ID: 844-KU3-49, similar to EDW37383/Drosophila persimilis (46%)				
4/29/2015 18:49:07	Delia antiqua	Translation elongation factors-1A		mRNA	NaN	NaN	Primers designed from clone ID: 869-KU6-14, similar to EDW01519/Drosophila grimshawi (97%)				
5/16/2015 15:27:49	Delia antiqua	Translocation protein		mRNA	NaN	NaN	Primers designed from clone ID: 806-KU3-11, similar to EDW65004/Drosophila virilis (72%)				
4/29/2015 18:36:03	Delia antiqua	Trehalose-6-phosphate synthase 1		mRNA	NaN	NaN	Primers designed from clone ID: KU6-contig4, similar to EDV57723/Drosophila erecta (88%)				
5/16/2015 15:58:13	Delia antiqua	Tropomyosin 1		mRNA	NaN	NaN	Primers designed from clone ID: 835-KU3-92, similar to ADD19492/Glossina morsitans morsitans (95%)				
5/16/2015 15:25:02	Delia antiqua	Trypsin		mRNA	NaN	NaN	Primers designed from clone ID: 763-KU3-20, similar to ADD18617/Glossina morsitans morsitans (69%)				
5/16/2015 15:56:34	Delia antiqua	Tubulin beta chain		mRNA	NaN	NaN	Primers designed from clone ID: 781-KU3-38, similar to EAT43522/Aedes aegypti (100%)				
5/16/2015 15:55:31	Delia antiqua	Tubulin-FtsZ superfamily		mRNA	NaN	NaN	Primers designed from clone ID: 800-KU3-5, similar to EDW7713/Drosophila willistoni (98%)				
4/29/2015 18:34:41	Delia antiqua	UDP-glucose-glycoprotein glucosyltransferase		mRNA	NaN	NaN	Primers designed from clone ID: 862-KU6-7, similar to AAL13582/Drosophila melanogaster (61%)				
4/29/2015 19:20:16	Delia antiqua	Vitellogenin		mRNA	NaN	NaN	Primers designed from clone ID: 862-KU6-12, similar to EAL29248/Drosophila pseudoobscura pseudoobscura (67%)				
4/29/2015 19:14:02	Delia antiqua	WW domain binding protein		mRNA	NaN	NaN	Primers designed from clone ID: 884-KU6-34, similar to EDV41129/Drosophila ananassae (92%)				
4/29/2015 19:09:59	Delia antiqua	Zinc finger protein		mRNA	NaN	NaN	Primers designed from clone ID: 949-KU6-99, similar to EDW75036/Drosophila willistoni (61%)				
4/29/2015 19:08:33	Delia antiqua	Zinc finger protein 142		mRNA	NaN	NaN	Primers designed from clone ID: 915-KU6-65, similar to EDW48058/Drosophila sechellia (46%)				
4/29/2015 19:06:05	Delia antiqua	Zinc-finger double-stranded RNA-binding		mRNA	NaN	NaN	Primers designed from clone ID: 883-KU6-28, similar to EDV31062/Drosophila ananassae (44%)				
4/30/2015 23:56:22	Drosophila montana	cacophony (cac)		DNA	calcium ion binding; high voltage-gated calcium channel activity; voltage-gated calcium channel activity	adult locomotory behavior; calcium ion import; calcium ion transport; multicellular organismal development; neurotransmitter secretion; phototransduction; positive regulation of synaptic growth at neuromuscular junction; regulation of heart rate; regulation of neurotransmitter secretion; visual behavior	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG43368	FlyBase		
5/1/2015 0:11:03	Drosophila montana	casein kinase II alpha (CkIIalpha)		DNA	ATP binding; protein kinase activity; protein serine/threonine kinase activity	axon guidance; cellular response to starvation; chaeta development; circadian rhythm; compound eye development; intracellular mRNA localization involved in pattern specification process; lateral inhibition; locomotor rhythm; mitotic nuclear division; negative regulation of protein ubiquitination; oocyte dorsal/ventral axis specification; positive regulation of hh target transcription factor activity; positive regulation of smoothened signaling pathway;positive regulation of Wnt signaling pathway; protein phosphorylation; regulation of protein stability; Wnt signaling pathway	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG17520	FlyBase		
5/2/2015 15:44:53	Drosophila montana	CG6227 (Prp5)		DNA	ATP binding; ATP-dependent RNA helicase activity; nucleic acid binding; nucleotidyltransferase activity; RNA helicase activity 	mRNA splicing, via spliceosome;  regulation of alternative mRNA splicing, via spliceosome 	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG6227	FlyBase		
5/1/2015 1:11:48	Drosophila montana	couch potato (cpo)		DNA	mRNA binding; nucleotide binding	dormancy process; multicellular organismal development; olfactory behavior; regulation of hemocyte proliferation; synaptic transmission 	Comparison between diapausing and young females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG43738	FlyBase		
5/2/2015 15:51:05	Drosophila montana	Cyclin-dependent kinase 9 (Cdk9)		DNA	ATP binding; cyclin-dependent protein serine/threonine kinase activity; protein serine/threonine kinase activity; RNA polymerase II carboxy-terminal domain kinase activity; translation elongation factor activity 	cell adhesion; mitotic cell cycle; neurogenesis; protein phosphorylation regulation of cell cycle; regulation of cell shape; response to heat; transcription, DNA-templated; transcription elongation from RNA polymerase II promoter 	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG5179	FlyBase		
